"Apple, 5th Avenue","Apple commenced renovations on its Fifth Avenue retail store in January of this year. The company is working to more than double the size of the store, from around 32,000-square-feet to 77,000-square-feet. The new retail store will also feature a dedicated Beats 1 broadcasting booth, allowing for hosts to broadcast straight from the retail store.",applefifth.jpg,5
One World Trade Center,"One World Trade Center (also known as 1 World Trade Center, 1 WTC or Freedom Tower[15]) is the main building of the rebuilt World Trade Center complex in Lower Manhattan, New York City. It is the tallest building in the Western Hemisphere, and the sixth-tallest in the world. The supertall structure has the same name as the North Tower of the original World Trade Center, which was destroyed in the terrorist attacks of September 11, 2001. The new skyscraper stands on the northwest corner of the 16-acre (6.5 ha) World Trade Center site, on the site of the original 6 World Trade Center. The building is bounded by West Street to the west, Vesey Street to the north, Fulton Street to the south, and Washington Street to the east.",wtc.jpeg,6
World Trade Center PATH Station,"World Trade Center is a terminal station on the PATH system. Located within the World Trade Center in the Financial District neighborhood of Manhattan, New York City, it is served by the Newark-World Trade Center line at all times and the Hoboken-World Trade Center line on weekdays. World Trade Center serves as the eastern terminus of both lines. The station was originally opened on July 19, 1909, as Hudson Terminal, but was torn down, rebuilt as World Trade Center, and re-opened on July 6, 1971. Following the September 11, 2001 attacks, a temporary station opened in 2003. The main station house, the Oculus, opened on March 3, 2016, and the terminal was renamed the World Trade Center Transportation Hub, or World Trade Center for short.",wtcpath.jpeg,1
Staten Island Ferry,"The Staten Island Ferry is a passenger ferry route operated by the New York City Department of Transportation. It runs 5.2 miles (8.4 km) in New York Harbor between the New York City boroughs of Manhattan and Staten Island. The ferry operates 24 hours a day, 7 days a week, running every 15 to 20 minutes during peak hours and every 30 minutes at other times. Since 1997, the Staten Island Ferry has been fare-free, though historically, it has charged a relatively low fare compared to other modes of transit in the area. The Staten Island Ferry is one of several ferry systems in the New York City area, besides NYC Ferry, New York Water Taxi, and NY Waterway.",skylinedark.jpg,2
Downtown,"Lower Manhattan, also known as Downtown Manhattan, is the southernmost part of Manhattan, the central borough for business, culture, and government in the City of New York, which itself originated at the southern tip of Manhattan Island in 1624. Lower Manhattan is defined most commonly as the area delineated on the north by 14th Street, on the west by the Hudson River, on the east by the East River, and on the south by New York Harbor (also known as Upper New York Bay). When referring specifically to the Lower Manhattan business district and its immediate environs, the northern border is commonly designated by thoroughfares approximately a mile-and-a-half south of 14th Street and a mile north of the island's southern tip: Chambers Street from near the Hudson east to the Brooklyn Bridge entrances and overpass. Two other major arteries are also sometimes identified as the northern border of ""Lower"" or ""Downtown Manhattan"": Canal Street, roughly half a mile north of Chambers Street, and 23rd Street, roughly half a mile north of 14th Street.",downtown.jpg,3
MoMA PS1,"MoMA PS1 is one of the largest art institutions in the United States dedicated solely to contemporary art. It is located in the Long Island City neighborhood in the borough of Queens, New York City. In addition to its exhibitions, the institution also organizes the Sunday Sessions performance series, the Warm Up summer music series, and the Young Architects Program with the Museum of Modern Art. MoMA PS1 has been affiliated with the Museum of Modern Art since January 2000 and, as of 2013, attracts about 200,000 visitors a year.",momaps1.jpeg,4
Reichstag Building,"The Reichstag is a historic edifice in Berlin, Germany, constructed to house the Imperial Diet (German: Reichstag) of the German Empire. It was opened in 1894 and housed the Diet until 1933, when it was severely damaged after being set on fire. After World War II, the building fell into disuse; the parliament of the German Democratic Republic (the Volkskammer) met in the Palast der Republik in East Berlin, while the parliament of the Federal Republic of Germany (the Bundestag) met in the Bundeshaus in Bonn.",reichtag.jpg,5
Michel Berger Hotel,"Independent, enchanting, exciting - We're a modern family business with a big wish to make our little world better, day by day. Instead of chasing profit, we want to maximise quality and experience in all that we do. We love to relate to everything and everyone. We always ask: who do we work with? Which products are we using? What matters to our guests? It all started back in 2004 in our living room. We were dreaming of a big house, a house that would serve as a base for us and our friends. A place to collaborate, to create and to engage; a new home for our ideas and our lives. Wondering what we would then do with all that space, and considering that we did not have that many pioneering friends at that time, our flatmate suggested running it as a hotel! What a great idea! 5 years later there she was. And every day since then, we're getting more and more excited about all the things, encounters and movement to come.",michelberger.jpg,6
Mitte,"Mitte is the first and most central borough of Berlin. It was created in Berlin's 2001 administrative reform by the merger of the former districts of Mitte proper, Tiergarten and Wedding; the resulting borough retained the name Mitte. It is one of the two boroughs (beside Friedrichshain-Kreuzberg) which comprises former West and East Berlin districts. Mitte encompasses Berlin's historic core and includes some of the most important tourist sites of Berlin like Museum Island, Brandenburg Gate, Unter den Linden, Potsdamer Platz, the Reichstag and Berlin Hauptbahnhof, most of which were in former East Berlin.",mitte.jpg,1
Berghain,"Berghain is a nightclub in Berlin, Germany. It is named after its location near the border between Kreuzberg and Friedrichshain in Berlin, and is a short walk from Berlin Ostbahnhof main line railway station. Philip Sherburne described Berghain in 2007 as ""quite possibly the current world capital of techno, much as E-Werk or Tresor were in their respective heydays"". Berghain is the reincarnation of the ""legendary"" Ostgut club (1998 - 2003) and emerged from a male-only fetish night club called ""Snax"", which was held in different locations before it found its permanent home at the Ostgut. The Ostgut became a focal point of the Berlin techno subculture after the venue was opened to the general public on regular nights, while the exclusive Snax nights continued to be held six to eight times annually. Ostgut eventually closed on January 6, 2003, following a 30-hour farewell event, and the former railway warehouse that housed the club was subsequently demolished. Berghain then opened in 2004. The name ""Berghain"" is a portmanteau of the names of the two quarters that flank the south and north sides of the building in which the club is housed: Kreuzberg (formerly in West Berlin) and Friedrichshain (formerly in East Berlin); the literal meaning of the German word Berghain is ""mountain grove"".",berghain.jpeg,2
Brandenburger Tor,"The Brandenburg Gate (German: Brandenburger Tor) is an 18th-century neoclassical monument in Berlin, built on the orders of Prussian king Frederick William II after the (temporarily) successful restoration of order during the early Batavian Revolution. One of the best-known landmarks of Germany, it was built on the site of a former city gate that marked the start of the road from Berlin to the town of Brandenburg an der Havel, which used to be capital of the Margraviate of Brandenburg. It is located in the western part of the city centre of Berlin within Mitte, at the junction of Unter den Linden and Ebertstrasse, immediately west of the Pariser Platz. One block to the north stands the Reichstag building, which houses the German parliament (Bundestag). The gate is the monumental entry to Unter den Linden, the renowned boulevard of linden trees, which led directly to the royal City Palace of the Prussian monarchs. Throughout its existence, the Brandenburg Gate was often a site for major historical events and is today considered not only as a symbol of the tumultuous history of Europe and Germany, but also of European unity and peace.",brandenburger.jpg,3
Utrecht,"Utrecht  is a municipality in the Netherlands, capital and most populous city of the province of Utrecht. It is located in the eastern corner of the Randstad conurbation and is the fourth largest city in the Netherlands with a population of 345,080 in 2017. Utrecht's ancient city centre features many buildings and structures several dating as far back as the High Middle Ages. It has been the religious centre of the Netherlands since the 8th century. It lost the status of prince-bishopric but remains the main religious centre in the country. Utrecht was the most important city in the Netherlands until the Dutch Golden Age, when it was surpassed by Amsterdam as the country's cultural centre and most populous city.",utrecht.JPG,4
Jeff Koons at Newport Street Gallery,"Jeffrey ""Jeff"" Koons (born January 21, 1955) is an American artist known for working with popular culture subjects and his reproductions of banal objects - such as balloon animals produced in stainless steel with mirror-finish surfaces. He lives and works in both New York City and his hometown of York, Pennsylvania. His works have sold for substantial sums, including at least one world record auction price for a work by a living artist. On November 12, 2013, Koons's Balloon Dog (Orange) sold at Christie's Post-War and Contemporary Art Evening Sale in New York City for US$58.4 million, above its high US$55 million estimate, becoming the most expensive work by a living artist sold at auction. The price topped Koons's previous record of US$33.7 million and the record for the most expensive living artist, held by Gerhard Richter, whose 1968 painting, Domplatz, Mailand, sold for US$57.1 million at Sotheby's on May 14, 2013. Balloon Dog (Orange) was one of the first of the Balloon dogs to be fabricated, and had been acquired by Greenwich collector Peter Brant in the late 1990s.",jeffkoons.jpeg,5
Dover Street Market,"Dover Street Market is a multi-level retail space and concept store developed by Rei Kawakubo, and her husband, COMME des GARCONS president Adrian Joffe. With installation-like spaces and special pop-ups, DSM houses all of CDG's lines as well as a variety of other labels such as Vetements, Raf Simons, Junya Watanabe and Balanciaga and many more. The retail space is also known for its creative visual merchandising and bi-annual interior change signalling the change of season, which is inspired by ""tachiagari,"" (translating to ""beginning"" in Japanese). With poured concrete, bare ceilings and eclectic fittings, DSM introduced a famously industrial, anti-luxury aesthetic to the fashion retail sphere. Joffe has described its unique approach of mixing high and low-end brands as 'beautiful chaos'. Each season, designers and artists are invited to produce and create visuals for the store, which results in a completely new look twice a year. Dover Street Market was first located in London, before expanding to locations in Tokyo, Beijing in collaboration with I.T., Singapore and New York.",dsm.jpg,6
Vilnius,"Vilnius is the capital of Lithuania and its largest city, with a population of 542,664 as of 2015. Vilnius is located in the southeast part of Lithuania and is the second largest city in the Baltic states. Vilnius is the seat of the main government institutions of Lithuania as well as of the Vilnius District Municipality. Vilnius is classified as a Gamma global city according to GaWC studies, and is known for the architecture in its Old Town, declared a UNESCO World Heritage Site in 1994. Prior to World War II, Vilnius was one of the largest Jewish centres in Europe. Its Jewish influence has led to it being described as the ""Jerusalem of Lithuania"" and Napoleon named it ""the Jerusalem of the North"" as he was passing through in 1812. In 2009, Vilnius was the European Capital of Culture, together with the Austrian city of Linz.",1515018436.jpg,2
Tokyo,"Tokyo, officially Tokyo Metropolis, is the capital city of Japan and one of its 47 prefectures. The Greater Tokyo Area is the most populous metropolitan area in the world. It is the seat of the Emperor of Japan and the Japanese government. Tokyo is in the Kant_ region on the southeastern side of the main island Honshu and includes the Izu Islands and Ogasawara Islands. Formerly known as Edo, it has been the de facto seat of government since 1603 when Shogun Tokugawa Ieyasu made the city his headquarters. It officially became the capital after Emperor Meiji moved his seat to the city from the old capital of Kyoto in 1868; at that time Edo was renamed Tokyo. Tokyo Metropolis was formed in 1943 from the merger of the former Tokyo Prefecture (___ T_ky_-fu) and the city of Tokyo (___ T_ky_-shi).",1515018742.jpg,3
